Product Id,Model ,Partner ,Device Type ,Part Number,Vendor,FormFactor,Interface Speed,Drivce Format,RPM,Id,Capacity,,Releases
36983,A03-D146GC2,Cisco,SAS,58-0117-01,Seagate,2.5",6,512n,15000,NA,146,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=36983,"ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
35687,A03-D1TBSATA,Cisco,SATA,9RZ168-175,SEAGATE,2.5",6,512n,7200,9RZ168-175(003),1000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=35687,"ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
36986,A03-D300GA2,Cisco,SAS,58-0113-01,Seagate,2.5",6,512n,10000,NA,300,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=36986,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
36985,A03-D600GA2,Cisco,SAS,58-0125-01,Seagate,2.5",6,512n,10000,NA,600,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=36985,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
41052,UCS-C3K-10TEM,Cisco,SAS,58-100205-01,HGST,3.5",12,512e,7200,HUH721010AL5200,10000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=41052,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5)"
41053,UCS-C3K-10TREM,Cisco,SAS,58-100205-01,HGST,3.5",12,512e,7200,HUH721010AL5200,10000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=41053,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5)"
41051,UCS-C3K-6TEM,Cisco,SAS,58-100205-01,HGST,3.5",12,512e,7200,HUS726060AL5210,6000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=41051,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5)"
41055,UCS-C3K-6TREM,Cisco,SAS,58-100205-01,HGST,3.5",12,512e,7200,HUS726060AL5210,6000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=41055,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5)"
41615,UCS-C3K-HD4TB,Cisco,SAS,58-100189-01,Seagate,3.5",12,512n,7200,ST4000NM0025,4000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=41615,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
41617,UCS-C3K-HD4TB,Cisco,SAS,58-100189-01,HGST,3.5",12,512n,7200,HUS726040ALS210,4000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=41617,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
41616,UCS-C3K-HD4TBRR,Cisco,SAS,58-100189-01,HGST,3.5",12,512n,7200,HUS726040ALS210,4000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=41616,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
41618,UCS-C3K-HD4TBRR,Cisco,SAS,58-100189-01,Seagate,3.5",12,512n,7200,ST4000NM0025,4000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=41618,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
40862,UCS-HD10T7KEM,Cisco,SAS,58-100204-01,HGST,3.5",12,512e,7200,HUH721010AL5200,10000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=40862,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5)"
42159,UCS-HD10T7KLEM,Cisco,SAS,58-100204-01,HGST,3.5",12,512e,7200,HUH721010AL5200,10000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=42159,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5)"
41040,UCS-HD12G10K9,Cisco,SAS,58-100211-01,HGST,2.5",12,512n,10000,HUC101812CSS205,1200,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=41040,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
36990,UCS-HD12T10KS2-E,Cisco,SAS,58-0160-01,Seagate,2.5",6,512n,10000,NA,1200,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=36990,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
39813,UCS-HD12TB10K12G,Cisco,SAS,58-100180-01,Seagate,2.5",12,512n,10000,ST1200MM0088,1200,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=39813,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
39868,UCS-HD12TB10K12G,Cisco,SAS,58-100180-01,HGST,2.5",12,512n,10000,HUC101812CSS200,1200,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=39868,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
39869,UCS-HD12TB10K12G,Cisco,SAS,58-100180-01,Toshiba,2.5",12,512n,10000,AL14SEB120N,1200,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=39869,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42760,UCS-HD12TB10K12N,Cisco,SAS,58-100180-01,Seagate,2.5",12,512n,10000,ST1200MM0088,1200,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=42760,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42761,UCS-HD12TB10K12N,Cisco,SAS,58-100180-01,HGST,2.5",12,512n,10000,HUC101812CSS200,1200,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=42761,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42762,UCS-HD12TB10K12N,Cisco,SAS,58-100180-01,Toshiba,2.5",12,512n,10000,AL14SEB120N,1200,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=42762,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
40184,UCS-HD1T7K12G,Cisco,SAS,58-100165-01,Seagate,2.5",12,512n,7200,ST1000NX0453,1000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=40184,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42140,UCS-HD1T7K12N,Cisco,SAS,58-100165-01,Seagate,2.5",12,512n,7200,ST1000NX0453,1000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=42140,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42430,UCS-HD1T7KL12G,Cisco,SAS,58-100199-01,Seagate,3.5",12,512n,7200,ST1000NM0045,1000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=42430,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42169,UCS-HD1T7KL12N,Cisco,SAS,58-100199-01,Seagate,3.5",12,512n,7200,ST1000NM0045,1000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=42169,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
36991,UCS-HD1T7KS2-E,Cisco,SAS,58-0155-01,Seagate,2.5",6,512n,7200,NA,1000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=36991,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
40183,UCS-HD2T7K12G,Cisco,SAS,UCS-HD2T7K12G,Seagate,2.5",12,512n,7200,ST2000NX0433,2000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=40183,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42141,UCS-HD2T7K12N,Cisco,SAS,58-100164-01,Seagate,2.5",12,512n,7200,ST2000NX0433,2000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=42141,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42166,UCS-HD2T7KL12G,Cisco,SAS,58-100190-01,HGST,3.5",12,512n,7200,HUS726020ALS210,2000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=42166,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42167,UCS-HD2T7KL12G,Cisco,SAS,58-100190-01,Toshiba,3.5",12,512n,7200,MG04SCA20EN,2000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=42167,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42428,UCS-HD2T7KL12G,Cisco,SAS,58-100190-01,Seagate,3.5",12,512n,7200,ST2000NM0045,2000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=42428,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42168,UCS-HD2T7KL12N,Cisco,SAS,58-100190-01,Toshiba,3.5",12,512n,7200,MG04SCA20EN,2000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=42168,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42170,UCS-HD2T7KL12N,Cisco,SAS,58-100190-01,Seagate,3.5",12,512n,7200,ST2000NM0045,2000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=42170,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42429,UCS-HD2T7KL12N,Cisco,SAS,58-100190-01,HGST,3.5",12,512n,7200,HUS726020ALS210,2000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=42429,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
41038,UCS-HD300G10K9,Cisco,SAS,58-100216-01,HGST,2.5",12,512n,10000,HUC101830CSS205,300,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=41038,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
40233,UCS-HD300G15K12G,Cisco,SAS,58-100175-01,Seagate,2.5",12,512n,15000,ST300MP0005,300,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=40233,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
41039,UCS-HD4T12GK9,Cisco,SAS,58-100217-01,HGST,3.5",12,512n,7200,HUS726040ALS215,4000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=41039,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42156,UCS-HD4T7KL12G,Cisco,SAS,58-100189-01,HGST,3.5",12,512n,7200,HUS726040ALS210,4000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=42156,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42157,UCS-HD4T7KL12N,Cisco,SAS,58-100189-01,HGST,3.5",12,512n,7200,HUS726040ALS210,4000,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=hdd&productid=42157,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
