Product Id,Model ,Partner ,Device Type ,Part Number,Vendor,FormFactor,Interface Speed,Performance Class,Tier,TBW Endurance Class,Flash Technology,Capacity,IODevice,ID,,Releases
38992,CISCO IOMEMORY PX600-1000,Cisco,PCI-E,16-100480-01,FUSIONIO,,,"Class F: 100,000+ writes per second",vSAN Hybrid Caching Tier,Endurance Class D >=7300 TBW,MLC,1000,ioMemory PX600,IODRIVE,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=38992,"ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
38995,CISCO IOMEMORY PX600-1005,Cisco,PCI-E,16-100502-01,FUSIONIO,,,"Class F: 100,000+ writes per second",vSAN Hybrid Caching Tier,Endurance Class D >=7300 TBW,MLC,1000,ioMemory PX600,IODRIVE,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=38995,"ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
38996,CISCO IOMEMORY PX600-1305,Cisco,PCI-E,16-100503-01,FUSIONIO,,,"Class F: 100,000+ writes per second",vSAN Hybrid Caching Tier,Endurance Class D >=7300 TBW,MLC,1300,ioMemory PX600,IODRIVE,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=38996,"ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
38993,CISCO IOMEMORY PX600-2600,Cisco,PCI-E,16-100482-01,FUSIONIO,,,"Class F: 100,000+ writes per second",vSAN Hybrid Caching Tier,Endurance Class D >=7300 TBW,MLC,2600,ioMemory PX600,IODRIVE,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=38993,"ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
38997,CISCO IOMEMORY PX600-2605,Cisco,PCI-E,16-100504-01,FUSIONIO,,,"Class F: 100,000+ writes per second",vSAN Hybrid Caching Tier,Endurance Class D >=7300 TBW,MLC,2600,ioMemory PX600,IODRIVE,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=38997,"ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
38994,CISCO IOMEMORY PX600-5200,Cisco,PCI-E,16-100483-01,FUSIONIO,,,"Class F: 100,000+ writes per second",vSAN Hybrid Caching Tier,Endurance Class D >=7300 TBW,MLC,5200,ioMemory PX600,IODRIVE,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=38994,"ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
38998,CISCO IOMEMORY PX600-5205,Cisco,PCI-E,16-100505-01,FUSIONIO,,,"Class F: 100,000+ writes per second",vSAN Hybrid Caching Tier,Endurance Class D >=7300 TBW,MLC,5200,ioMemory PX600,IODRIVE,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=38998,"ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
39000,CISCO IOMEMORY SX300-1300,Cisco,PCI-E,16-100481-01,FUSIONIO,,,"Class F: 100,000+ writes per second",vSAN Hybrid Caching Tier,Endurance Class C >=3650 TBW,MLC,1250,ioMemory SX300,IODRIVE,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=39000,"ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
39001,CISCO IOMEMORY SX300-3205,Cisco,PCI-E,16-100531-01,FUSIONIO,,,"Class F: 100,000+ writes per second",vSAN Hybrid Caching Tier,Endurance Class D >=7300 TBW,MLC,3200,ioMemory SX300,IODRIVE,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=39001,"ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
39002,CISCO IOMEMORY SX300-6405,Cisco,PCI-E,16-100532-01,FUSIONIO,,,"Class F: 100,000+ writes per second",vSAN Hybrid Caching Tier,Endurance Class D >=7300 TBW,MLC,6400,ioMemory SX300,IODRIVE,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=39002,"ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
38999,Cisco UCS Fusion ioMemory 1.3TB(PX600) Mezzanine PCIe Card,Cisco,PCI-E,74-­13235­-01,FUSIONIO,,,"Class F: 100,000+ writes per second",vSAN Hybrid Caching Tier,Endurance Class D >=7300 TBW,MLC,1300,ioMemory PX600,IODRIVE,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=38999,"ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
39003,Cisco UCS Fusion ioMemory 1.6TB(SX300) Mezzanine PCIe Card,Cisco,PCI-E,74-­13236-01,FUSIONIO,,,"Class F: 100,000+ writes per second",vSAN Hybrid Caching Tier,Endurance Class C >=3650 TBW,MLC,1600,ioMemory SX300,IODRIVE,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=39003,"ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
36452,E100D-SSD200-EMLC,Cisco,SAS,S842E200Z2GUC-C00-TNH,,2.5",6,"Class D: 20,000-30,000 writes per second","vSAN All Flash Caching Tier, vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class C >=3650 TBW,MLC,200,,,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=36452,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
36456,E100D-SSD400-EMLC,Cisco,SAS,S842E400Z2GUC-C00-TNH,,2.5",6,"Class E: 30,000-100,000 writes per second","vSAN All Flash Caching Tier, vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class D >=7300 TBW,MLC,400,,,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=36456,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
40210,"SATA SSD PM853T Series MZ7GE240HMGR-000K1(240GB, 2.5-inch)",Cisco,SATA,MZ7GE240HMGR-000K1,ATA,2.5",6,"Class C: 10,000-20,000 writes per second",vSAN All Flash Capacity Tier,Endurance Class A >=365 TBW,TLC,240,,SAMSUNG MZ7GE240HMGR00K1,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=40210,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0)"
40213,"SATA SSD PM853T Series MZ7GE240HMGR-000K3(240GB, 2.5-inch)",Cisco,SATA,MZ7GE240HMGR-000K3,ATA,2.5",6,"Class C: 10,000-20,000 writes per second",vSAN All Flash Capacity Tier,Endurance Class A >=365 TBW,TLC,240,,SAMSUNG MZ7GE240HMGR00K3,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=40213,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0)"
40211,"SATA SSD PM853T Series MZ7GE480HMHP-000K1(480GB, 2.5-inch)",Cisco,SATA,MZ7GE480HMHP-000K1,ATA,2.5",6,"Class C: 10,000-20,000 writes per second",vSAN All Flash Capacity Tier,Endurance Class A >=365 TBW,TLC,480,,SAMSUNG MZ7GE480HMHP00K1,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=40211,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0)"
40214,"SATA SSD PM853T Series MZ7GE480HMHP-000K3(480GB, 2.5-inch)",Cisco,SATA,MZ7GE480HMHP-000K3,ATA,2.5",6,"Class C: 10,000-20,000 writes per second",vSAN All Flash Capacity Tier,Endurance Class A >=365 TBW,TLC,480,,SAMSUNG MZ7GE480HMHP00K3,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=40214,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0)"
40212,"SATA SSD PM853T Series MZ7GE960HMHP-000K1(960GB, 2.5-inch)",Cisco,SATA,MZ7GE960HMHP-000K1,ATA,2.5",6,"Class C: 10,000-20,000 writes per second","vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class B >=1825 TBW,TLC,960,,SAMSUNG MZ7GE960HMHP00K1,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=40212,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
40215,"SATA SSD PM853T Series MZ7GE960HMHP-000K3(960GB, 2.5-inch)",Cisco,SATA,MZ7GE960HMHP-000K3,ATA,2.5",6,"Class C: 10,000-20,000 writes per second","vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class B >=1825 TBW,TLC,960,,SAMSUNG MZ7GE960HMHP00K3,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=40215,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
41084,UCS-C3K-3XTSSD16,Cisco,SAS,16-100901-01,Toshiba,2.5",12,"Class E: 30,000-100,000 writes per second","vSAN All Flash Caching Tier, vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class C >=3650 TBW,eMLC,1600,,PX04SVB160,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=41084,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
41086,UCS-C3K-3XTSSD32,Cisco,SAS,16-100899-01,Toshiba,2.5",12,"Class E: 30,000-100,000 writes per second","vSAN All Flash Caching Tier, vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class D >=7300 TBW,eMLC,3200,,PX04SVB320,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=41086,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
41083,UCS-C3K-3XTSSD4,Cisco,SAS,16-100903-01,Toshiba,2.5",12,"Class E: 30,000-100,000 writes per second","vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class B >=1825 TBW,eMLC,400,,PX04SVB040,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=41083,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
41085,UCS-C3K-3XTSSD8,Cisco,SAS,16-100902-01,Toshiba,2.5",12,"Class E: 30,000-100,000 writes per second","vSAN All Flash Caching Tier, vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class C >=3650 TBW,eMLC,800,,PX04SVB080,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=41085,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
41056,UCS-C3X60-12G2160,Cisco,SAS,16-100718-01,Sandisk,2.5",12,"Class E: 30,000-100,000 writes per second","vSAN All Flash Caching Tier, vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class D >=7300 TBW,eMLC,1600,,LT1600MO,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=41056,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
41063,UCS-C3X60-12G240,Cisco,SAS,16-100717-01,Sandisk,2.5",12,"Class E: 30,000-100,000 writes per second","vSAN All Flash Caching Tier, vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class D >=7300 TBW,eMLC,400,,LT0400MO,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=41063,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
41054,UCS-C3X60-12G280,Cisco,SAS,16-100725-01,Samsung,2.5",12,"Class E: 30,000-100,000 writes per second","vSAN All Flash Caching Tier, vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class D >=7300 TBW,MLC,800,,MZIYS800HMHP0003,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=41054,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42153,UCS-HY16T63X-EP,Cisco,SATA,16-100753-01,ATA,2.5",6,"Class D: 20,000-30,000 writes per second","vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class D >=7300 TBW,MLC,1600,,INTEL SSDSC2BX016T4,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=42153,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42161,UCS-HY16TB12TX-EP,Cisco,SAS,16-101153-01,TOSHIBA,2.5",12,"Class E: 30,000-100,000 writes per second","vSAN All Flash Caching Tier, vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class D >=7300 TBW,eMLC,1600,,PX05SMB160,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=42161,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42162,UCS-HY400G12TX-EP,Cisco,SAS,16-100717-01,TOSHIBA,2.5",12,"Class E: 30,000-100,000 writes per second","vSAN All Flash Caching Tier, vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class D >=7300 TBW,eMLC,400,,PX05SMB040,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=42162,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42154,UCS-HY480G63X-EP,Cisco,SATA,16-100752-01,ATA,2.5",6,"Class D: 20,000-30,000 writes per second","vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class C >=3650 TBW,MLC,480,,INTEL SSDSC2BX480G4,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=42154,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2)"
42163,UCS-HY800G12TX-EP,Cisco,SAS,16-101152-01,TOSHIBA,2.5",12,"Class E: 30,000-100,000 writes per second","vSAN All Flash Caching Tier, vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class D >=7300 TBW,eMLC,800,,PX05SMB080,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=42163,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
42155,UCS-HY800G63X-EP,Cisco,SATA,16-100933-01,ATA,2.5",6,"Class D: 20,000-30,000 writes per second","vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class C >=3650 TBW,MLC,800,,INTEL SSDSC2BX800G4,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=42155,"ESXi 6.7 (vSAN 6.7), vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
40437,UCS-PCI25-16003,Cisco,NVMe,16-100866-01,NVMe,2.5",Gen 3x4,"Class E: 30,000-100,000 writes per second","vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class D >=7300 TBW,MLC,1600,UCS-PCI25-16003,Intel SSDPE2ME016T4,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=40437,"vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
40819,UCS-PCI25-38001,Cisco,NVMe,16-100848-01,cisco,2.5",Gen 3x4,"Class E: 30,000-100,000 writes per second","vSAN All Flash Caching Tier, vSAN All Flash Capacity Tier",Endurance Class C >=3650 TBW,eMLC,3820,UCS-PCI25-38001,UCS-PCI25-38001,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=40819,"ESXi 6.7 (vSAN 6.7), ESXi 6.5 U2 (vSAN 6.6.1 U2), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0)"
40438,UCS-PCI25-40010,Cisco,NVMe,16-100867-01,NVMe,2.5",Gen 3x4,"Class E: 30,000-100,000 writes per second","vSAN All Flash Caching Tier, vSAN Hybrid Caching Tier, vSAN All Flash Capacity Tier",Endurance Class D >=7300 TBW,MLC,400,UCS-PCI25-40010,Intel SSDPE2MD400G4,https://www.vmware.com/resources/compatibility/detail.php?deviceCategory=ssd&productid=40438,"vSAN 6.6 (ESXi 6.5.0d), ESXi 6.5 U1 (vSAN 6.6.1), ESXi 6.5 (vSAN 6.5), ESXi 6.0 U3 (vSAN 6.2 Update 3), ESXi 6.0 U2 (vSAN 6.2), ESXi 6.0 U1 (vSAN 6.1), ESXi 6.0 (vSAN 6.0), ESXi 5.5 U3 (vSAN 5.5 Update 3), ESXi 5.5 U2 (vSAN 5.5 Update 2), ESXi 5.5 U1 (vSAN 5.5)"
